aX,aY,aZ,gX,gY,gZ
-0.325,-0.271,0.875,-7.263,-4.272,6.348
-0.362,-0.307,0.874,-2.075,-3.357,4.272
-0.361,-0.314,0.881,-1.953,1.526,0.000
-0.323,-0.295,0.884,-3.357,3.296,-1.343
-0.303,-0.276,0.879,-5.005,2.319,-0.488
-0.293,-0.244,0.863,-3.296,-0.671,1.038
-0.308,-0.247,0.855,3.174,-7.202,3.113
-0.351,-0.274,0.849,5.493,-7.568,2.258
-0.358,-0.294,0.857,5.188,0.305,-2.014
-0.332,-0.285,0.893,2.197,5.920,-2.930
-0.309,-0.266,0.910,-1.221,10.071,-3.235
-0.277,-0.251,0.940,-0.061,7.751,-2.441
-0.277,-0.272,0.946,1.831,1.587,0.610
-0.283,-0.282,0.940,1.282,0.244,2.075
-0.289,-0.294,0.936,-1.465,1.831,2.747
-0.294,-0.298,0.936,-4.333,4.517,2.197
-0.289,-0.290,0.936,-9.644,10.132,1.953
-0.272,-0.289,0.946,-9.766,10.498,2.441
-0.271,-0.295,0.965,-8.972,7.019,4.272
-0.268,-0.321,1.005,-10.864,5.737,4.822
-0.259,-0.328,1.014,-19.409,3.784,6.836
-0.245,-0.292,0.987,-24.841,1.892,7.996
-0.240,-0.269,0.953,-30.273,-3.296,12.634
-0.267,-0.254,0.913,-28.564,-7.263,15.503
-0.340,-0.296,0.900,-24.902,-13.062,17.883
-0.367,-0.307,0.887,-26.672,-11.658,17.883
-0.363,-0.290,0.845,-32.471,-3.357,15.198
-0.347,-0.271,0.831,-32.104,-1.160,12.939
-0.335,-0.250,0.826,-25.085,-2.991,9.155
-0.325,-0.231,0.843,-20.874,-4.333,8.179
-0.320,-0.249,0.887,-15.442,-5.676,7.324
-0.318,-0.263,0.911,-13.916,-4.089,6.775
-0.301,-0.303,0.966,-14.893,-1.160,5.798
-0.279,-0.303,0.988,-23.010,7.568,3.052
-0.221,-0.244,0.988,-27.283,8.362,3.052
-0.208,-0.209,0.982,-28.137,4.639,4.272
-0.213,-0.198,0.981,-20.935,-10.742,8.423
-0.275,-0.251,0.988,-18.921,-16.602,10.620
-0.340,-0.318,1.002,-25.940,-13.672,11.719
-0.340,-0.324,0.999,-42.847,0.854,7.996
-0.266,-0.245,0.957,-50.232,5.859,6.592
-0.224,-0.183,0.933,-48.279,-2.441,7.629
-0.207,-0.119,0.921,-40.527,-13.672,9.521
-0.233,-0.134,0.925,-31.250,-30.029,14.709

-0.965,0.628,0.885,-32.166,-28.442,7.324
-1.012,0.614,0.772,-38.696,-40.833,14.465
-1.145,0.572,0.471,-28.503,-51.514,7.324
-1.201,0.492,0.254,5.493,-51.575,-21.790
-1.182,0.455,0.194,22.583,-10.315,-38.818
-1.009,0.382,0.093,22.095,19.043,-43.518
-0.888,0.317,0.027,23.926,44.373,-46.753
-0.791,0.247,-0.023,46.814,65.674,-50.781
-0.713,-0.051,-0.155,68.115,64.575,-58.228
-0.546,-0.382,-0.165,135.498,49.988,-103.027
-0.358,-0.581,-0.063,195.068,75.073,-138.245
0.326,-1.012,0.544,195.984,128.967,-134.521
0.759,-1.113,0.915,148.804,202.881,-82.886
1.099,-1.237,1.265,134.644,164.734,-46.631
0.879,-1.382,1.191,148.865,78.796,-28.687
0.151,-1.519,0.949,246.155,-105.286,-81.604
-0.114,-1.494,0.914,259.216,-91.248,-121.277
-0.138,-1.385,0.861,205.322,-11.780,-107.178
0.011,-1.252,0.836,116.821,119.690,-87.524
0.280,-0.879,1.263,109.741,121.216,-90.820
0.340,-0.675,1.531,107.544,107.666,-93.445
0.406,-0.296,1.801,70.251,96.985,-79.773
0.454,-0.163,1.786,37.842,95.093,-62.012
0.425,-0.111,1.444,-19.104,60.669,-10.193
0.235,-0.217,1.167,-27.649,-21.179,47.546
-0.333,-0.605,0.733,-11.963,-58.105,60.059
-0.536,-0.754,0.642,10.132,-62.012,32.349
-0.516,-0.666,0.654,4.272,-32.837,7.751
-0.355,-0.508,0.695,-14.526,17.029,-15.747
-0.115,-0.297,0.683,-14.526,14.771,-10.376
-0.149,-0.289,0.679,9.460,-26.428,12.146
-0.344,-0.401,0.746,19.165,-36.865,16.785
-0.400,-0.449,0.779,14.526,-17.212,12.390
-0.369,-0.439,0.838,7.874,-2.625,6.470
-0.311,-0.401,0.856,4.456,6.104,-2.869
-0.248,-0.342,0.871,6.592,2.625,-3.174
-0.248,-0.334,0.875,6.348,0.000,2.563
-0.294,-0.349,0.863,3.906,2.319,6.165
-0.327,-0.350,0.856,5.066,2.869,7.324
-0.374,-0.348,0.889,8.057,1.709,4.883
-0.362,-0.360,0.949,7.263,8.362,0.488
-0.346,-0.353,0.973,3.723,12.939,-0.427
-0.329,-0.341,0.987,-3.784,14.648,0.183
-0.307,-0.327,0.980,-5.981,11.841,1.648
-0.309,-0.336,0.963,-5.066,4.639,3.357
-0.314,-0.341,0.946,-3.174,2.319,2.747
-0.300,-0.320,0.948,1.099,-0.854,-1.831
-0.279,-0.320,0.958,1.587,-0.854,-3.723
-0.259,-0.339,0.940,-0.122,-1.343,-1.709
-0.277,-0.343,0.915,-3.662,-3.601,2.930
-0.314,-0.344,0.866,-5.005,-1.648,3.357
-0.319,-0.336,0.863,-4.150,6.775,0.671
-0.296,-0.329,0.912,-1.526,9.644,-1.892
-0.277,-0.325,0.936,1.953,9.277,-4.089
-0.257,-0.315,0.953,1.404,6.836,-3.418
-0.258,-0.314,0.943,-4.395,1.587,1.221
-0.300,-0.307,0.885,-6.165,-1.587,4.395
-0.328,-0.312,0.865,-0.122,-8.118,4.028
-0.347,-0.342,0.886,3.174,-7.507,0.977
-0.332,-0.342,0.906,1.099,1.770,-2.625
-0.283,-0.313,0.916,-2.380,6.226,-2.502
-0.257,-0.294,0.918,-6.287,7.812,0.549
-0.261,-0.308,0.917,-5.371,4.456,2.441
-0.296,-0.354,0.877,-3.174,-5.249,5.371
-0.320,-0.359,0.844,-2.869,-8.789,5.432
-0.328,-0.328,0.821,-2.991,-5.981,1.526
-0.305,-0.321,0.846,-2.686,6.287,-3.113
-0.246,-0.321,0.922,-3.662,10.437,-3.479
-0.222,-0.314,0.942,-7.507,9.277,-0.183
-0.232,-0.306,0.901,-10.193,5.615,3.784
-0.262,-0.304,0.862,-10.437,-0.244,9.216
-0.296,-0.319,0.830,-6.714,-0.854,8.240
-0.299,-0.322,0.848,1.648,-0.793,3.235
-0.298,-0.328,0.911,3.601,-0.671,1.160
-0.291,-0.331,0.932,0.122,2.075,0.488
-0.265,-0.304,0.942,-2.808,3.113,1.160
-0.260,-0.291,0.931,-5.920,2.136,3.967
-0.272,-0.282,0.901,-5.615,1.038,5.310
-0.280,-0.289,0.895,-1.770,-0.671,6.104
-0.287,-0.311,0.914,-0.732,-0.305,6.348
-0.288,-0.328,0.940,-2.197,1.587,5.798
-0.280,-0.326,0.950,-6.226,4.761,3.357
-0.244,-0.312,0.963,-7.996,5.615,2.930
-0.232,-0.307,0.959,-11.780,5.493,5.066
-0.227,-0.295,0.953,-13.367,5.554,6.653
-0.230,-0.291,0.955,-14.832,5.127,9.216
-0.236,-0.302,0.963,-15.076,4.578,10.376
-0.240,-0.318,0.965,-15.686,4.211,11.230
-0.243,-0.344,0.963,-16.785,3.601,10.437
-0.236,-0.339,0.956,-19.592,-0.549,8.667
-0.217,-0.301,0.927,-20.325,-3.479,9.155
-0.210,-0.294,0.918,-18.982,-8.362,11.902
-0.222,-0.313,0.933,-19.043,-9.094,13.672
-0.238,-0.326,0.938,-24.780,-6.531,16.479
-0.277,-0.305,0.907,-28.564,-4.761,16.968
-0.285,-0.285,0.881,-29.541,-4.272,16.968
-0.300,-0.282,0.862,-26.672,-5.676,16.785
-0.314,-0.290,0.863,-21.912,-7.935,16.479
-0.334,-0.305,0.860,-21.606,-7.080,15.747
-0.319,-0.264,0.849,-21.851,-2.686,12.512
-0.302,-0.247,0.857,-19.043,-2.319,10.376
-0.277,-0.263,0.916,-10.193,-5.371,7.812
-0.269,-0.275,0.952,-9.766,-6.226,8.057
-0.269,-0.250,0.967,-12.878,-7.141,9.216
-0.281,-0.242,0.950,-15.747,-10.193,12.146
-0.306,-0.277,0.955,-13.855,-10.193,11.658
-0.308,-0.312,0.989,-11.902,-4.761,6.470
-0.273,-0.345,1.068,-15.808,0.549,3.967
-0.236,-0.318,1.080,-33.325,10.986,3.296
-0.174,-0.184,1.026,-40.283,10.254,6.531
-0.176,-0.159,0.981,-37.720,-7.324,16.907
-0.256,-0.220,0.925,-32.410,-15.930,20.508
-0.308,-0.264,0.918,-27.100,-16.541,18.799
-0.354,-0.273,0.914,-29.419,-9.705,14.404
-0.329,-0.224,0.901,-35.828,4.822,5.798
-0.258,-0.120,0.867,-34.424,5.859,4.578
-0.271,-0.107,0.873,-23.315,-2.747,7.324
-0.305,-0.118,0.881,-17.517,-8.301,12.024
-0.353,-0.149,0.862,-16.907,-9.338,13.000

-1.137,0.373,1.186,9.705,-33.630,6.409
-1.208,0.444,1.249,-1.099,-62.012,-1.343
-1.252,0.568,1.282,-9.766,-78.674,-5.249
-1.261,0.620,1.245,-29.419,-119.202,-4.883
-1.278,0.742,1.085,-39.124,-137.939,-1.648
-1.281,0.822,0.973,-65.125,-140.259,9.094
-1.262,0.970,0.710,-81.848,-118.835,17.517
-1.265,1.023,0.574,-103.088,-65.918,36.743
-1.451,0.921,0.236,-94.727,-51.758,36.438
-1.542,0.848,0.054,-41.626,-44.434,-12.207
-1.506,0.722,-0.153,-2.319,-40.649,-47.302
-1.380,0.579,-0.164,66.406,-13.672,-102.722
-0.891,0.294,-0.165,79.102,13.611,-117.004
-0.568,0.209,-0.150,85.815,67.932,-105.286
0.054,-0.137,-0.056,92.285,84.045,-79.407
0.373,-1.163,0.002,114.075,116.760,-15.991
0.540,-1.632,0.189,130.005,146.179,-13.062
0.743,-1.851,0.482,199.524,141.174,-103.577
1.014,-1.796,1.130,245.178,90.698,-147.217
1.069,-1.756,1.303,242.737,24.170,-128.479
0.979,-1.775,1.029,200.256,30.334,-83.191
0.569,-1.674,1.110,185.608,48.035,-39.368
0.303,-1.633,1.518,225.830,60.181,-84.595
0.085,-1.259,1.874,187.927,66.711,-106.018
0.197,-0.814,1.749,120.789,78.308,-113.953
0.448,-0.297,1.585,8.789,119.019,-103.943
0.775,0.400,1.430,-8.484,118.835,-78.552
0.646,0.372,1.390,1.587,46.021,9.827
0.000,-0.228,1.166,12.085,-10.803,51.880
-0.375,-0.565,0.961,20.752,-87.952,73.425
-0.822,-0.886,0.547,12.146,-87.280,54.687
-0.815,-0.825,0.419,-12.329,-24.048,1.770
-0.469,-0.522,0.435,-9.888,7.080,-20.142
-0.285,-0.412,0.533,21.606,14.343,-33.691
-0.166,-0.320,0.814,37.048,0.732,-28.259
-0.175,-0.339,0.942,39.856,-11.841,-12.451
-0.198,-0.348,1.028,24.170,-6.653,-2.808
-0.209,-0.302,0.932,-2.625,-0.732,11.047
-0.230,-0.323,0.901,0.244,-7.019,12.634
-0.285,-0.401,0.916,15.808,-14.404,8.972
-0.287,-0.419,0.946,17.334,-8.972,5.371
-0.226,-0.379,1.000,2.380,9.094,0.244
-0.193,-0.323,1.008,-7.812,13.184,1.953
-0.237,-0.315,0.978,-15.503,0.000,12.634
-0.301,-0.354,0.965,-15.747,-10.315,23.987
-0.372,-0.395,0.978,-17.761,-5.005,24.231
-0.356,-0.386,1.006,-23.499,11.658,13.794
-0.245,-0.328,1.052,-26.306,16.846,7.812
-0.187,-0.291,1.038,-28.015,16.479,5.005
-0.186,-0.273,0.949,-25.757,-2.686,12.390
-0.236,-0.275,0.900,-22.400,-19.165,21.423
-0.323,-0.294,0.844,-20.386,-18.860,21.362
-0.346,-0.305,0.846,-19.531,-3.784,14.709
-0.335,-0.303,0.888,-19.531,4.822,10.376
-0.307,-0.311,0.910,-18.433,8.911,6.409
-0.265,-0.294,0.890,-18.921,5.005,3.967
-0.260,-0.272,0.851,-16.296,-2.197,6.409
-0.263,-0.233,0.825,-11.047,-5.066,7.507
-0.269,-0.233,0.850,1.587,-8.057,7.751
-0.305,-0.290,0.931,5.066,-7.446,8.118
-0.325,-0.322,0.965,-0.549,-1.465,7.080
-0.310,-0.322,0.993,-8.484,3.662,5.615
-0.285,-0.286,0.987,-19.287,7.385,4.700
-0.255,-0.242,0.958,-19.226,4.089,5.554
-0.262,-0.237,0.941,-15.686,-5.005,9.460
-0.313,-0.259,0.901,-14.465,-7.568,10.803
-0.341,-0.286,0.893,-14.709,-4.272,9.216
-0.332,-0.287,0.894,-18.311,3.052,4.456
-0.285,-0.268,0.893,-20.386,6.104,2.319
-0.256,-0.251,0.896,-22.156,8.606,1.038
-0.203,-0.205,0.905,-22.705,9.705,1.831
-0.189,-0.195,0.916,-17.212,4.517,6.226
-0.200,-0.222,0.952,-14.221,1.038,8.667
-0.223,-0.251,0.965,-15.076,-2.625,11.841
-0.261,-0.267,0.964,-19.226,-1.953,11.475
-0.262,-0.255,0.948,-25.391,-0.549,8.728
-0.245,-0.249,0.933,-25.024,-1.343,7.751
-0.234,-0.262,0.947,-22.400,-3.296,6.592
-0.212,-0.281,1.007,-22.827,-3.235,6.836
-0.195,-0.280,1.030,-28.992,-3.723,7.751
-0.163,-0.260,1.031,-32.410,-7.385,9.033
-0.169,-0.251,1.015,-37.415,-17.822,12.085
-0.202,-0.229,0.979,-41.443,-18.799,13.733
-0.205,-0.231,0.972,-48.889,-13.794,17.456
-0.212,-0.284,0.989,-49.744,-12.512,18.188
-0.226,-0.302,1.010,-50.903,-14.526,15.076
-0.226,-0.278,1.023,-53.040,-16.602,12.024
-0.195,-0.221,0.978,-58.716,-21.790,9.033
-0.187,-0.192,0.951,-61.829,-23.926,10.071
-0.191,-0.168,0.927,-63.660,-26.184,13.184
-0.211,-0.178,0.909,-61.340,-25.146,14.160
-0.224,-0.209,0.955,-59.082,-15.442,14.587
-0.219,-0.167,0.981,-62.012,-10.986,13.977
-0.194,-0.036,0.983,-72.266,-12.878,16.663
-0.192,-0.013,0.959,-72.449,-23.621,26.672
-0.241,-0.083,0.941,-65.674,-29.968,29.053
-0.270,-0.129,0.953,-52.979,-35.522,24.475
-0.314,-0.128,0.973,-51.941,-33.508,21.973
-0.322,-0.082,0.962,-59.143,-27.100,20.935
-0.325,0.033,0.908,-62.317,-26.062,21.301
-0.314,0.078,0.890,-62.256,-25.269,21.606
-0.297,0.082,0.877,-59.814,-23.376,22.705
-0.320,0.045,0.881,-49.194,-20.386,21.423
-0.372,-0.019,0.896,-44.189,-19.775,18.066
-0.387,-0.008,0.895,-44.922,-13.245,14.099
-0.371,0.083,0.863,-49.744,-7.812,15.137
-0.345,0.134,0.826,-60.059,-1.221,23.132
-0.333,0.209,0.739,-60.974,-0.366,28.625
-0.367,0.208,0.732,-44.312,-4.944,30.579
-0.465,0.161,0.796,-30.090,-12.268,25.085
-0.500,0.129,0.833,-9.460,-29.114,13.367
-0.554,0.044,0.874,-8.850,-33.081,11.902
-0.571,0.043,0.863,-29.175,-24.658,14.648
-0.553,0.151,0.778,-42.175,-12.268,16.724
-0.522,0.224,0.740,-49.377,11.169,16.785
-0.474,0.291,0.725,-41.443,13.428,14.160
-0.472,0.275,0.746,-17.761,2.563,6.409
-0.486,0.221,0.822,-9.766,-2.502,4.822
-0.498,0.186,0.857,-9.277,-4.456,8.240

-0.963,0.824,1.240,-2.258,-28.137,-12.085
-1.068,0.973,1.289,-0.305,-76.843,-12.207
-1.250,1.188,1.272,-8.545,-103.271,-6.592
-1.390,1.167,1.022,-30.396,-151.123,16.052
-1.432,1.120,0.795,-47.363,-176.636,29.419
-1.530,1.092,0.385,-45.471,-175.049,27.161
-1.557,1.077,0.257,-22.644,-141.479,6.531
-1.487,0.870,0.038,-10.559,-110.962,-3.784
-1.364,0.694,-0.028,3.601,-33.630,-17.944
-0.907,0.365,-0.050,4.028,3.906,-19.714
-0.676,0.160,-0.053,10.315,60.547,-8.545
-0.362,-0.531,-0.196,32.776,71.594,-11.414
-0.266,-0.824,-0.226,140.564,46.448,-83.130
0.038,-1.087,0.081,198.975,43.579,-120.117
0.301,-1.189,0.389,200.012,126.892,-94.910
0.953,-1.289,1.080,148.987,177.795,-48.157
1.210,-1.728,1.383,97.046,174.805,34.241
0.964,-1.930,1.297,128.662,125.244,22.461
0.601,-1.911,1.355,270.569,-4.761,-113.586
0.263,-1.687,1.753,283.081,0.183,-154.785
0.308,-1.486,1.793,125.000,113.892,-129.089
0.573,-0.626,1.408,45.471,138.367,-110.718
0.680,-0.145,1.205,12.268,97.168,-81.604
0.498,0.238,1.211,38.635,60.364,-59.082
0.048,-0.157,1.361,58.716,17.944,-10.254
-0.115,-0.312,1.302,32.959,18.433,7.141
-0.205,-0.384,1.143,-12.817,11.597,19.592
-0.307,-0.448,0.839,-10.193,-5.005,19.226
-0.317,-0.475,0.807,10.010,-24.048,7.263
-0.276,-0.450,0.779,3.418,-14.038,0.671
-0.229,-0.354,0.638,-1.038,-11.719,2.869
-0.256,-0.326,0.620,9.216,-11.230,7.446
-0.341,-0.370,0.790,15.015,-6.226,6.104
-0.333,-0.370,0.867,13.245,3.113,1.404
-0.275,-0.265,0.906,-0.305,18.311,-5.676
-0.268,-0.236,0.941,8.606,9.827,-5.737
-0.265,-0.260,1.012,11.292,4.639,-3.052
-0.277,-0.270,0.991,-1.221,1.526,7.935
-0.337,-0.278,0.875,-5.798,1.587,10.925
-0.378,-0.300,0.860,0.671,5.737,7.385
-0.411,-0.343,0.989,6.714,7.263,0.793
-0.365,-0.318,1.045,4.028,8.606,-9.888
-0.241,-0.209,0.989,-2.686,7.080,-7.263
-0.232,-0.183,0.923,-6.165,-4.517,6.775
-0.326,-0.237,0.865,-4.150,-8.789,11.414
-0.388,-0.279,0.881,1.099,-7.874,6.958
-0.393,-0.314,0.952,1.343,-3.784,-1.587
-0.338,-0.277,0.958,-3.113,5.493,-13.306
-0.215,-0.202,0.962,-3.723,7.996,-13.550
-0.172,-0.179,0.967,-6.653,9.460,-4.761
-0.174,-0.160,0.953,-7.446,6.653,1.892
-0.215,-0.181,0.935,-2.563,-4.272,10.010
-0.307,-0.243,0.923,0.366,-6.958,10.071
-0.318,-0.256,0.925,2.747,-6.042,3.540
-0.313,-0.245,0.914,2.502,-5.859,0.549
-0.313,-0.240,0.908,1.953,-4.211,-1.953
-0.292,-0.233,0.944,1.099,-1.770,-2.747
-0.275,-0.218,0.959,-2.258,0.183,-1.648
-0.273,-0.192,0.942,-3.174,-1.038,0.122
-0.305,-0.210,0.898,-2.930,-1.953,3.296
-0.325,-0.228,0.882,-2.014,-1.709,3.906
-0.345,-0.241,0.886,2.869,-1.404,0.671
-0.341,-0.253,0.944,4.028,0.610,-2.930
-0.309,-0.243,0.954,-0.732,5.310,-6.592
-0.252,-0.191,0.933,-2.258,3.845,-4.822
-0.277,-0.205,0.905,-0.977,-2.441,1.770
-0.303,-0.225,0.910,1.465,-3.540,3.174
-0.311,-0.244,0.934,3.113,-3.845,0.732
-0.298,-0.240,0.941,3.113,-4.028,-2.930
-0.266,-0.224,0.922,1.099,-3.235,-2.991
-0.257,-0.215,0.912,-1.282,-2.441,-1.709
-0.252,-0.217,0.910,-0.366,-3.418,-1.770
-0.261,-0.217,0.914,3.784,-7.568,-2.380
-0.289,-0.237,0.938,5.310,-8.545,-3.479
-0.295,-0.245,0.939,1.709,-6.653,-5.432
-0.292,-0.230,0.903,-1.465,-4.517,-4.700
-0.287,-0.218,0.897,-1.587,-1.831,-1.709
-0.283,-0.218,0.931,-0.305,-1.465,-0.305
-0.287,-0.224,0.945,-1.160,-1.282,2.319
-0.294,-0.226,0.935,-1.831,-1.709,2.869
-0.293,-0.227,0.915,-0.549,-5.005,4.211
-0.325,-0.254,0.883,1.038,-6.958,5.188
-0.350,-0.269,0.888,1.953,-5.249,3.662
-0.345,-0.253,0.902,0.305,-1.648,1.770
-0.315,-0.217,0.949,-2.075,3.479,-1.343
-0.299,-0.213,0.981,-3.235,4.211,-0.793
-0.266,-0.219,0.975,-5.432,3.052,1.221
-0.267,-0.221,0.921,-8.057,-2.625,7.629
-0.316,-0.227,0.821,-5.127,-5.188,8.911
-0.343,-0.240,0.823,5.310,-5.127,4.578
-0.358,-0.285,0.906,7.812,-2.808,0.916
-0.347,-0.285,0.942,1.526,4.761,-4.089
-0.274,-0.215,0.961,-3.052,8.118,-4.639
-0.234,-0.179,0.927,-5.310,4.150,1.099
-0.268,-0.197,0.898,-2.808,-2.502,5.981
-0.363,-0.257,0.881,3.723,-9.094,9.399
-0.376,-0.274,0.895,5.310,-1.343,0.427
-0.330,-0.255,0.938,3.296,3.967,-3.784
-0.292,-0.228,0.955,0.427,8.240,-5.920
-0.245,-0.195,0.975,-3.235,8.972,-3.906
-0.246,-0.197,0.977,-6.714,3.845,2.808
-0.279,-0.230,0.922,-7.629,1.404,5.920
-0.302,-0.235,0.897,-4.822,-2.930,8.240
-0.333,-0.249,0.877,-1.770,-3.662,6.348
-0.335,-0.254,0.887,2.808,-0.610,0.977
-0.316,-0.258,0.917,2.991,0.977,-0.366
-0.310,-0.255,0.935,0.366,2.014,-0.183
-0.299,-0.236,0.946,-1.526,2.869,0.427
-0.292,-0.228,0.944,-3.296,2.686,1.892
-0.285,-0.229,0.938,-2.747,0.854,2.380
-0.291,-0.236,0.932,-1.831,-2.380,2.747
-0.308,-0.246,0.921,-2.869,-2.441,2.869
-0.311,-0.242,0.914,-5.798,0.000,2.930
-0.309,-0.232,0.899,-5.981,1.282,2.808
-0.307,-0.233,0.904,-3.357,1.892,2.380
-0.306,-0.241,0.933,-2.014,1.404,1.892
-0.307,-0.242,0.942,-2.930,1.343,0.854
-0.299,-0.231,0.944,-4.944,2.441,0.977
-0.277,-0.222,0.931,-8.972,4.272,2.136

